transaction_unique_id,seller_company_name,customer_company_name,ferc_tariff_reference,contract_service_agreement,transaction_unique_identifier,transaction_begin_date,transaction_end_date,trade_date,exchange_brokerage_service,type_of_rate,time_zone,point_of_delivery_balancing_authority,point_of_delivery_specific_location,class_name,term_name,increment_name,increment_peaking_name,product_name,transaction_quantity,price,rate_units,standardized_quantity,standardized_price,total_transmission_charge,total_transaction_charge
T33367157,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9105,2020-01-18T20:25:00,2020-01-18T20:30:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,41.2,0.15,$/MWH,,,0,6.18
T33367158,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9106,2020-01-18T20:30:00,2020-01-18T20:35:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,15,0.15,$/MWH,,,0,2.25
T33367159,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9107,2020-01-18T20:35:00,2020-01-18T20:40:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,6.2,0.15,$/MWH,,,0,0.93
T33367160,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9108,2020-01-18T20:40:00,2020-01-18T20:45:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,52.5,0.15,$/MWH,,,0,7.88
T33367161,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9109,2020-01-18T20:45:00,2020-01-18T20:50:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,35.4,0.15,$/MWH,,,0,5.31
T33367162,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9110,2020-01-18T20:50:00,2020-01-18T20:55:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6,0.15,$/MWH,,,0,0.09
T33367163,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9111,2020-01-18T20:55:00,2020-01-18T21:00:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,85.1,0.25,$/MWH,,,0,21.28
T33367164,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9112,2020-01-18T21:00:00,2020-01-18T21:05:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,5.6,0.15,$/MWH,,,0,0.84
T33367165,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9113,2020-01-18T21:05:00,2020-01-18T21:10:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,35.7,0.15,$/MWH,,,0,5.36
T33367166,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9114,2020-01-18T21:10:00,2020-01-18T21:15:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,2.9,0.15,$/MWH,,,0,0.44
T33367167,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9115,2020-01-18T21:15:00,2020-01-18T21:20:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,12.4,0.15,$/MWH,,,0,1.86
T33367168,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9116,2020-01-18T21:20:00,2020-01-18T21:25:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6,0.15,$/MWH,,,0,0.09
T33367169,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9117,2020-01-18T21:25:00,2020-01-18T21:30:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.8,0.15,$/MWH,,,0,0.27
T33367170,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9118,2020-01-18T21:30:00,2020-01-18T21:35:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,4,0.15,$/MWH,,,0,0.6
T33367171,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9119,2020-01-18T21:35:00,2020-01-18T21:40:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.5,0.15,$/MWH,,,0,0.08
T33367172,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9120,2020-01-18T21:40:00,2020-01-18T21:45:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,17,0.15,$/MWH,,,0,2.55
T33367173,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9121,2020-01-18T21:45:00,2020-01-18T21:50:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.7,0.24,$/MWH,,,0,0.17
T33367174,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9122,2020-01-18T21:50:00,2020-01-18T21:55:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.2,0.15,$/MWH,,,0,0.03
T33367175,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9123,2020-01-18T21:55:00,2020-01-18T22:00:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,119,0.15,$/MWH,,,0,17.85
T33367176,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9124,2020-01-18T22:00:00,2020-01-18T22:05:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.2,0.15,$/MWH,,,0,0.03
T33367177,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9125,2020-01-18T22:05:00,2020-01-18T22:10:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,45.4,0.15,$/MWH,,,0,6.81
T33367178,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9126,2020-01-18T22:10:00,2020-01-18T22:15:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,43.9,0.15,$/MWH,,,0,6.59
T33367179,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9127,2020-01-18T22:20:00,2020-01-18T22:25:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,21.1,0.15,$/MWH,,,0,3.17
T33367180,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9128,2020-01-18T22:25:00,2020-01-18T22:30:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.5,0.15,$/MWH,,,0,0.08
T33367181,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9129,2020-01-18T22:30:00,2020-01-18T22:35:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,35.7,0.08,$/MWH,,,0,2.86
T33367182,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9130,2020-01-18T22:35:00,2020-01-18T22:40:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.4,0.08,$/MWH,,,0,0.03
T33367183,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9131,2020-01-18T22:40:00,2020-01-18T22:45:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,38.8,0.08,$/MWH,,,0,3.1
T33367184,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9132,2020-01-18T22:45:00,2020-01-18T22:50:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,19.4,0.15,$/MWH,,,0,2.91
T33367185,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9133,2020-01-18T22:50:00,2020-01-18T22:55:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.4,0.15,$/MWH,,,0,0.21
T33367186,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9134,2020-01-18T22:55:00,2020-01-18T23:00:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,140,0.25,$/MWH,,,0,35
T33367187,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9135,2020-01-18T23:00:00,2020-01-18T23:05:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,177.7,0.3,$/MWH,,,0,53.31
T33367188,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9136,2020-01-18T23:10:00,2020-01-18T23:11:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.5,0.25,$/MWH,,,0,0.38
T33367189,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9137,2020-01-18T23:11:00,2020-01-18T23:13:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,35.8,0.25,$/MWH,,,0,8.95
T33367190,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9138,2020-01-18T23:15:00,2020-01-18T23:20:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,3.7,0.25,$/MWH,,,0,0.93
T33367191,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9139,2020-01-18T23:20:00,2020-01-18T23:25:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,11.2,0.25,$/MWH,,,0,2.8
T33367192,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9140,2020-01-18T23:25:00,2020-01-18T23:30:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,40.1,0.25,$/MWH,,,0,10.03
T33367193,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9141,2020-01-18T23:30:00,2020-01-18T23:35:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,70.8,0.3,$/MWH,,,0,21.24
T33367194,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9142,2020-01-18T23:35:00,2020-01-18T23:40:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,95.9,0.25,$/MWH,,,0,23.98
T33367195,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9143,2020-01-18T23:40:00,2020-01-18T23:45:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,162.7,0.25,$/MWH,,,0,40.68
T33367196,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9144,2020-01-18T23:45:00,2020-01-18T23:50:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,175.9,0.25,$/MWH,,,0,43.98
T33367197,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9145,2020-01-18T23:50:00,2020-01-18T23:55:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,118.3,0.25,$/MWH,,,0,29.58
T33367198,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9146,2020-01-18T23:55:00,2020-01-19T00:00:00,2020-01-18,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,17,0.3,$/MWH,,,0,5.1
T33367199,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9147,2020-01-19T00:00:00,2020-01-19T00:05:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.3417,21.1,$/MWH,,,0,7.21
T33367200,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9148,2020-01-19T00:05:00,2020-01-19T00:10:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.4083,4.99,$/MWH,,,0,2.04
T33367201,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9149,2020-01-19T00:10:00,2020-01-19T00:15:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.3917,21.1,$/MWH,,,0,8.26
T33367202,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9150,2020-01-19T00:15:00,2020-01-19T00:20:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.375,21.1,$/MWH,,,0,7.91
T33367203,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9151,2020-01-19T00:20:00,2020-01-19T00:25:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.3583,21.1,$/MWH,,,0,7.56
T33367204,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9152,2020-01-19T00:25:00,2020-01-19T00:30:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.35,6.8,$/MWH,,,0,2.38
T33367205,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9153,2020-01-19T00:30:00,2020-01-19T00:35:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.4167,20.28,$/MWH,,,0,8.45
T33367206,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9154,2020-01-19T00:35:00,2020-01-19T00:40:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.5417,8.92,$/MWH,,,0,4.83
T33367207,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9155,2020-01-19T00:40:00,2020-01-19T00:45:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6333,3,$/MWH,,,0,1.9
T33367208,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9156,2020-01-19T00:45:00,2020-01-19T00:50:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6417,3,$/MWH,,,0,1.92
T33367209,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9157,2020-01-19T00:50:00,2020-01-19T00:55:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6667,3,$/MWH,,,0,2
T33367210,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9158,2020-01-19T00:55:00,2020-01-19T01:00:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6667,3,$/MWH,,,0,2
T33367211,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9159,2020-01-19T01:00:00,2020-01-19T01:05:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367212,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9160,2020-01-19T01:05:00,2020-01-19T01:10:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367213,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9161,2020-01-19T01:10:00,2020-01-19T01:15:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367214,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9162,2020-01-19T01:15:00,2020-01-19T01:20:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367215,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9163,2020-01-19T01:20:00,2020-01-19T01:25:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367216,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9164,2020-01-19T01:25:00,2020-01-19T01:30:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367217,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9165,2020-01-19T01:30:00,2020-01-19T01:35:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.5167,3,$/MWH,,,0,4.55
T33367218,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9166,2020-01-19T01:35:00,2020-01-19T01:40:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.4333,3,$/MWH,,,0,4.3
T33367219,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9167,2020-01-19T01:40:00,2020-01-19T01:45:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.4167,3,$/MWH,,,0,4.25
T33367220,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9168,2020-01-19T01:45:00,2020-01-19T01:50:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.45,3,$/MWH,,,0,4.35
T33367221,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9169,2020-01-19T01:50:00,2020-01-19T01:55:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.5417,3,$/MWH,,,0,4.63
T33367222,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9170,2020-01-19T01:55:00,2020-01-19T02:00:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6167,3,$/MWH,,,0,4.85
T33367223,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9171,2020-01-19T02:00:00,2020-01-19T02:05:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6583,3,$/MWH,,,0,4.98
T33367224,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9172,2020-01-19T02:05:00,2020-01-19T02:10:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367225,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9173,2020-01-19T02:10:00,2020-01-19T02:15:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6333,3,$/MWH,,,0,4.9
T33367226,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9174,2020-01-19T02:15:00,2020-01-19T02:20:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.4833,3,$/MWH,,,0,4.45
T33367227,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9175,2020-01-19T02:20:00,2020-01-19T02:25:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.55,3,$/MWH,,,0,4.65
T33367228,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9176,2020-01-19T02:25:00,2020-01-19T02:30:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367229,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9177,2020-01-19T02:30:00,2020-01-19T02:35:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367230,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9178,2020-01-19T02:35:00,2020-01-19T02:40:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367231,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9179,2020-01-19T02:40:00,2020-01-19T02:45:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367232,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9180,2020-01-19T02:45:00,2020-01-19T02:50:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367233,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9181,2020-01-19T02:50:00,2020-01-19T02:55:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367234,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9182,2020-01-19T02:55:00,2020-01-19T03:00:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367235,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9183,2020-01-19T03:00:00,2020-01-19T03:05:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367236,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9184,2020-01-19T03:05:00,2020-01-19T03:10:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367237,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9185,2020-01-19T03:10:00,2020-01-19T03:15:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367238,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9186,2020-01-19T03:15:00,2020-01-19T03:20:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367239,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9187,2020-01-19T03:20:00,2020-01-19T03:25:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367240,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9188,2020-01-19T03:25:00,2020-01-19T03:30:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367241,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9189,2020-01-19T03:30:00,2020-01-19T03:35:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367242,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9190,2020-01-19T03:35:00,2020-01-19T03:40:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
T33367243,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T9191,2020-01-19T03:40:00,2020-01-19T03:45:00,2020-01-19,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.6667,3,$/MWH,,,0,5
