transaction_unique_id,seller_company_name,customer_company_name,ferc_tariff_reference,contract_service_agreement,transaction_unique_identifier,transaction_begin_date,transaction_end_date,trade_date,exchange_brokerage_service,type_of_rate,time_zone,point_of_delivery_balancing_authority,point_of_delivery_specific_location,class_name,term_name,increment_name,increment_peaking_name,product_name,transaction_quantity,price,rate_units,standardized_quantity,standardized_price,total_transmission_charge,total_transaction_charge
T33361362,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3310,2020-01-07T20:45:00,2020-01-07T20:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361363,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3311,2020-01-07T20:50:00,2020-01-07T20:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361364,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3312,2020-01-07T20:55:00,2020-01-07T21:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361365,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3313,2020-01-07T21:00:00,2020-01-07T21:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361366,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3314,2020-01-07T21:05:00,2020-01-07T21:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361367,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3315,2020-01-07T21:10:00,2020-01-07T21:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361368,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3316,2020-01-07T21:15:00,2020-01-07T21:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361369,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3317,2020-01-07T21:20:00,2020-01-07T21:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361370,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3318,2020-01-07T21:25:00,2020-01-07T21:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361371,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3319,2020-01-07T21:30:00,2020-01-07T21:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361372,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3320,2020-01-07T21:35:00,2020-01-07T21:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361373,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3321,2020-01-07T21:40:00,2020-01-07T21:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361374,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3322,2020-01-07T21:45:00,2020-01-07T21:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361375,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3323,2020-01-07T21:50:00,2020-01-07T21:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361376,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3324,2020-01-07T21:55:00,2020-01-07T22:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361377,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3325,2020-01-07T22:00:00,2020-01-07T22:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361378,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3326,2020-01-07T22:05:00,2020-01-07T22:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361379,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3327,2020-01-07T22:10:00,2020-01-07T22:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361380,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3328,2020-01-07T22:15:00,2020-01-07T22:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361381,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3329,2020-01-07T22:20:00,2020-01-07T22:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361382,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3330,2020-01-07T22:25:00,2020-01-07T22:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361383,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3331,2020-01-07T22:30:00,2020-01-07T22:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361384,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3332,2020-01-07T22:35:00,2020-01-07T22:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361385,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3333,2020-01-07T22:40:00,2020-01-07T22:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361386,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3334,2020-01-07T22:45:00,2020-01-07T22:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361387,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3335,2020-01-07T22:50:00,2020-01-07T22:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,6,$/MWH,,,0,6.5
T33361388,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3336,2020-01-07T22:55:00,2020-01-07T23:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,P,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361389,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3337,2020-01-07T23:00:00,2020-01-07T23:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361390,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3338,2020-01-07T23:05:00,2020-01-07T23:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361391,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3339,2020-01-07T23:10:00,2020-01-07T23:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361392,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3340,2020-01-07T23:15:00,2020-01-07T23:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361393,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3341,2020-01-07T23:20:00,2020-01-07T23:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361394,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3342,2020-01-07T23:25:00,2020-01-07T23:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361395,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3343,2020-01-07T23:30:00,2020-01-07T23:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361396,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3344,2020-01-07T23:35:00,2020-01-07T23:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361397,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3345,2020-01-07T23:40:00,2020-01-07T23:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361398,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3346,2020-01-07T23:45:00,2020-01-07T23:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361399,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3347,2020-01-07T23:50:00,2020-01-07T23:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.0833,3,$/MWH,,,0,3.25
T33361400,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3348,2020-01-07T23:55:00,2020-01-08T00:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,1.5,3,$/MWH,,,0,4.5
T33361401,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3349,2020-01-07T06:00:00,2020-01-07T06:59:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,H,OP,REGULATION & FREQUENCY RESPONSE,10,7.22,$/MWH,,,0,72.2
T33361402,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3350,2020-01-07T17:00:00,2020-01-07T17:59:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,H,P,REGULATION & FREQUENCY RESPONSE,10,14.5,$/MWH,,,0,145
T33361403,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3351,2020-01-07T18:00:00,2020-01-07T18:59:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,H,P,REGULATION & FREQUENCY RESPONSE,9,12.16,$/MWH,,,0,109.44
T33361404,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3352,2020-01-07T00:00:00,2020-01-07T00:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,34.2,0.3,$/MWH,,,0,10.26
T33361405,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3353,2020-01-07T00:08:00,2020-01-07T00:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,27.7,0.3,$/MWH,,,0,8.31
T33361406,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3354,2020-01-07T00:10:00,2020-01-07T00:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,104.2,0.3,$/MWH,,,0,31.26
T33361407,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3355,2020-01-07T00:15:00,2020-01-07T00:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,97.8,0.3,$/MWH,,,0,29.34
T33361408,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3356,2020-01-07T00:20:00,2020-01-07T00:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,49.9,0.3,$/MWH,,,0,14.16
T33361409,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3357,2020-01-07T00:25:00,2020-01-07T00:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,39.8,0.3,$/MWH,,,0,11.19
T33361410,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3358,2020-01-07T01:15:00,2020-01-07T01:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,73.1,0.21,$/MWH,,,0,15.35
T33361411,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3359,2020-01-07T01:20:00,2020-01-07T01:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,8.2,0.3,$/MWH,,,0,2.46
T33361412,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3360,2020-01-07T01:50:00,2020-01-07T01:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,7.6,0.3,$/MWH,,,0,2.28
T33361413,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3361,2020-01-07T01:55:00,2020-01-07T02:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,24.1,0.3,$/MWH,,,0,7.23
T33361414,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3362,2020-01-07T02:05:00,2020-01-07T02:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,57.5,0.3,$/MWH,,,0,17.25
T33361415,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3363,2020-01-07T02:10:00,2020-01-07T02:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,57.4,0.3,$/MWH,,,0,17.22
T33361416,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3364,2020-01-07T02:15:00,2020-01-07T02:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,65.3,0.3,$/MWH,,,0,19.59
T33361417,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3365,2020-01-07T02:20:00,2020-01-07T02:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,23.3,0.3,$/MWH,,,0,6.99
T33361418,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3366,2020-01-07T02:25:00,2020-01-07T02:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,34.3,0.3,$/MWH,,,0,10.29
T33361419,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3367,2020-01-07T02:30:00,2020-01-07T02:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,2.5,0.21,$/MWH,,,0,0.53
T33361420,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3368,2020-01-07T02:35:00,2020-01-07T02:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.4,0.3,$/MWH,,,0,0.12
T33361421,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3369,2020-01-07T02:40:00,2020-01-07T02:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,48.5,0.21,$/MWH,,,0,10.19
T33361422,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3370,2020-01-07T02:45:00,2020-01-07T02:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,106.5,0.21,$/MWH,,,0,22.37
T33361423,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3371,2020-01-07T02:50:00,2020-01-07T02:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,40.4,0.21,$/MWH,,,0,8.48
T33361424,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3372,2020-01-07T02:55:00,2020-01-07T03:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,110,0.01,$/MWH,,,0,1.1
T33361425,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3373,2020-01-07T03:00:00,2020-01-07T03:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,107,0.3,$/MWH,,,0,32.1
T33361426,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3374,2020-01-07T03:05:00,2020-01-07T03:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,67.6,0.21,$/MWH,,,0,14.2
T33361427,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3375,2020-01-07T03:10:00,2020-01-07T03:15:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,27.4,0.01,$/MWH,,,0,0.26
T33361428,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3376,2020-01-07T03:15:00,2020-01-07T03:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,60.6,0.3,$/MWH,,,0,18.18
T33361429,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3377,2020-01-07T03:20:00,2020-01-07T03:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,39.9,0.01,$/MWH,,,0,0.33
T33361430,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3378,2020-01-07T03:25:00,2020-01-07T03:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,28.4,0.01,$/MWH,,,0,0.28
T33361431,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3379,2020-01-07T03:30:00,2020-01-07T03:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.6,0.3,$/MWH,,,0,0.18
T33361432,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3380,2020-01-07T03:35:00,2020-01-07T03:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.1,0.3,$/MWH,,,0,0.03
T33361433,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3381,2020-01-07T03:40:00,2020-01-07T03:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,0.1,0.3,$/MWH,,,0,0.03
T33361434,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3382,2020-01-07T03:45:00,2020-01-07T03:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,68.3,0.3,$/MWH,,,0,20.49
T33361435,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3383,2020-01-07T03:50:00,2020-01-07T03:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,150.5,0.3,$/MWH,,,0,45.15
T33361436,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3384,2020-01-07T03:55:00,2020-01-07T04:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,159,0.3,$/MWH,,,0,47.7
T33361437,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3385,2020-01-07T04:00:00,2020-01-07T04:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,72,0.3,$/MWH,,,0,21.6
T33361438,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3386,2020-01-07T04:05:00,2020-01-07T04:10:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,107,0.3,$/MWH,,,0,32.1
T33361439,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3387,2020-01-07T04:15:00,2020-01-07T04:20:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,97,0.3,$/MWH,,,0,29.1
T33361440,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3388,2020-01-07T04:20:00,2020-01-07T04:25:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,111,0.3,$/MWH,,,0,33.3
T33361441,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3389,2020-01-07T04:25:00,2020-01-07T04:30:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,156.2,0.3,$/MWH,,,0,46.86
T33361442,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3390,2020-01-07T04:30:00,2020-01-07T04:35:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,111.4,0.3,$/MWH,,,0,33.42
T33361443,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3391,2020-01-07T04:35:00,2020-01-07T04:40:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,65.3,0.3,$/MWH,,,0,19.59
T33361444,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3392,2020-01-07T04:40:00,2020-01-07T04:45:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,93.2,0.3,$/MWH,,,0,27.96
T33361445,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3393,2020-01-07T04:45:00,2020-01-07T04:50:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,38.1,0.3,$/MWH,,,0,11.43
T33361446,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3394,2020-01-07T04:50:00,2020-01-07T04:55:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,177.7,0.3,$/MWH,,,0,53.31
T33361447,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3395,2020-01-07T04:55:00,2020-01-07T05:00:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,224.4,0.3,$/MWH,,,0,67.32
T33361448,"KCE NY 1, LLC","Galt Power, Inc.",FERC Tariff No. 1,KCENY1,T3396,2020-01-07T05:00:00,2020-01-07T05:05:00,2020-01-07,,RTO/ISO,EP,NYIS,24008,N/A,ST,5,OP,REGULATION & FREQUENCY RESPONSE,20.8,0.3,$/MWH,,,0,6.24
